cluster,player,playerId,season,fg,3pm,ft,reb,ast,stl,blk,tov,pts,age
3,Jeff Turner,turneje01,1991,0.49,0.08,0.76,5.11,1.37,0.41,0.14,1.77,8.58,28
3,Randy White,whitera01,1991,0.40,0.08,0.71,6.38,0.80,1.03,0.56,1.66,8.80,23
3,Joe Wolf,wolfjo01,1991,0.45,0.03,0.83,5.41,1.45,0.81,0.42,1.28,7.28,26
3,Victor Alexander,alexavi01,1992,0.53,0.00,0.69,4.20,0.40,0.56,0.78,1.14,7.36,22
3,Mike Brown,brownmi01,1992,0.45,0.00,0.67,5.80,0.99,0.51,0.41,1.28,7.71,28
3,Elden Campbell,campbel01,1992,0.45,0.00,0.62,5.22,0.73,0.65,1.96,0.90,7.14,23
3,Bill Cartwright,cartwbi01,1992,0.47,0.00,0.60,5.06,1.36,0.34,0.22,1.17,8.00,34
3,Bison Dele,delebi01,1992,0.53,0.00,0.67,5.67,0.69,0.85,1.10,1.79,9.10,22
3,Donald Hodge,hodgedo01,1992,0.50,0.00,0.67,5.39,0.76,0.49,0.45,1.47,8.35,22
3,Buck Johnson,johnsbu01,1992,0.46,0.01,0.73,3.90,1.98,0.90,0.61,1.30,8.56,28
3,Larry Krystkowiak,krystla01,1992,0.44,0.00,0.76,5.43,1.44,0.68,0.15,1.46,9.04,27
3,Marcus Liberty,liberma01,1992,0.44,0.23,0.73,4.11,0.77,0.88,0.39,1.20,9.31,23
3,Terry Mills,millste01,1992,0.46,0.10,0.75,5.52,1.02,0.59,0.50,1.00,9.05,24
3,Blair Rasmussen,rasmubl01,1992,0.48,0.06,0.75,4.85,1.32,0.43,0.59,0.63,9.00,29
3,Charles Shackleford,shackch01,1992,0.49,0.00,0.66,5.76,0.64,0.53,0.71,0.86,6.57,25
3,Doug Smith,smithdo03,1992,0.42,0.00,0.74,5.14,1.70,0.82,0.45,1.28,8.83,22
3,Loy Vaught,vaughlo01,1992,0.49,0.05,0.80,6.48,0.90,0.47,0.39,0.84,7.61,23
3,Alaa Abdelnaby,abdelal01,1993,0.52,0.00,0.76,4.49,0.36,0.33,0.35,1.29,7.71,24
3,David Benoit,benoida01,1993,0.44,0.41,0.75,4.78,0.52,0.55,0.52,1.10,8.10,24
3,Anthony Bonner,bonnean01,1993,0.46,0.00,0.59,6.50,1.37,1.23,0.24,1.50,8.59,24
3,Elden Campbell,campbel01,1993,0.46,0.00,0.64,4.20,0.61,0.75,1.27,0.87,7.67,24
3,Duane Causwell,causwdu01,1993,0.55,0.00,0.62,5.51,0.64,0.58,1.58,1.05,8.24,24
3,Danny Ferry,ferryda01,1993,0.48,0.45,0.88,3.67,1.80,0.38,0.64,1.09,7.54,26
3,Chris Gatling,gatlich01,1993,0.54,0.00,0.73,4.57,0.57,0.63,0.76,1.46,9.26,25
3,Kenny Gattison,gattike01,1993,0.53,0.00,0.60,4.71,0.91,0.64,0.73,0.85,6.77,28
3,Carl Herrera,herreca01,1993,0.54,0.00,0.71,5.60,0.75,0.58,0.43,1.14,7.47,26
3,Adam Keefe,keefead01,1993,0.50,0.00,0.70,5.27,0.98,0.70,0.20,1.22,6.61,22
3,Larry Krystkowiak,krystla01,1993,0.47,0.00,0.80,3.93,0.96,0.59,0.18,0.87,7.23,28
3,Bill Laimbeer,laimbbi01,1993,0.51,0.13,0.89,5.30,1.61,0.58,0.51,0.75,8.70,35
3,Marcus Liberty,liberma01,1993,0.41,0.28,0.65,4.29,1.35,0.82,0.27,1.01,8.05,24
3,Tim Perry,perryti01,1993,0.47,0.12,0.71,5.05,1.56,0.49,1.12,1.52,9.02,27
3,Olden Polynice,polynol01,1993,0.49,0.00,0.47,6.24,0.43,0.46,0.31,0.81,7.25,28
3,John Salley,sallejo01,1993,0.50,0.00,0.80,6.14,1.63,0.63,1.37,1.98,8.29,28
3,Derek Strong,stronde01,1993,0.46,0.17,0.80,5.00,0.61,0.48,0.04,0.57,6.78,24
3,Tom Tolbert,tolbeto01,1993,0.50,0.13,0.73,5.72,1.26,0.46,0.29,1.72,8.10,27
3,John Williams,willijo02,1993,0.43,0.16,0.54,4.27,1.92,1.12,0.31,1.07,6.65,26
3,Victor Alexander,alexavi01,1994,0.53,0.03,0.53,4.46,0.96,0.41,0.46,1.25,8.72,24
3,Sam Bowie,bowiesa01,1994,0.44,0.04,0.87,5.24,1.88,0.16,1.12,1.72,8.92,32
3,Marty Conlon,conloma01,1994,0.58,0.00,0.81,4.63,1.13,0.30,0.27,1.10,7.77,26
3,Tyrone Corbin,corbity01,1994,0.46,0.07,0.81,4.74,1.49,1.21,0.29,1.12,8.04,31
3,Terry Cummings,cummite01,1994,0.43,0.00,0.59,5.03,0.85,0.53,0.22,1.00,7.27,32
3,Antonio Davis,davisan01,1994,0.51,0.00,0.64,6.23,0.68,0.56,1.04,1.32,7.73,25
3,Bison Dele,delebi01,1994,0.54,0.00,0.65,5.58,0.63,0.61,1.09,1.30,7.99,24
3,Kevin Duckworth,duckwke01,1994,0.42,0.00,0.67,4.71,0.81,0.54,0.51,1.46,6.61,29
3,Pervis Ellison,ellispe01,1994,0.47,0.00,0.72,5.15,1.49,0.53,1.06,1.55,7.32,26
3,Chris Gatling,gatlich01,1994,0.59,0.00,0.62,4.84,0.50,0.49,0.77,1.02,8.18,26
3,Kenny Gattison,gattike01,1994,0.52,0.00,0.65,4.65,1.23,0.77,0.60,1.03,7.69,29
3,Matt Geiger,geigema01,1994,0.57,0.01,0.78,4.21,0.44,0.50,0.40,0.85,7.24,24
3,Stacey King,kingst01,1994,0.43,0.00,0.68,4.92,1.18,0.63,0.86,1.69,7.86,27
3,Luc Longley,longllu01,1994,0.47,0.00,0.72,5.70,1.43,0.59,1.04,1.57,6.95,25
3,Anthony Mason,masonan01,1994,0.48,0.00,0.72,5.85,2.07,0.42,0.12,1.47,7.23,27
3,Bo Outlaw,outlabo01,1994,0.59,0.00,0.59,5.73,0.97,0.97,1.00,0.84,6.95,22
3,Tim Perry,perryti01,1994,0.44,0.91,0.58,5.05,1.18,0.75,1.03,1.00,8.99,28
3,John Salley,sallejo01,1994,0.48,0.03,0.73,5.36,1.78,0.74,1.03,1.24,7.66,29
3,Doug Smith,smithdo03,1994,0.44,0.03,0.84,4.42,1.51,1.04,0.48,1.18,8.84,24
3,Elmore Spencer,spencel01,1994,0.53,0.00,0.60,5.46,0.99,0.39,1.67,2.21,8.86,24
3,Bill Wennington,wennibi01,1994,0.49,0.00,0.82,4.64,0.92,0.57,0.38,0.99,7.13,30
3,Scott Williams,willisc01,1994,0.48,0.03,0.61,4.76,1.03,0.42,0.55,1.16,7.61,25
3,Trevor Wilson,wilsotr01,1994,0.48,0.00,0.55,4.79,1.26,0.67,0.19,1.63,8.18,25
3,P.J. Brown,brownpj01,1995,0.45,0.05,0.67,6.09,1.69,0.86,1.69,1.00,8.14,25
3,Terry Cummings,cummite01,1995,0.48,0.00,0.59,4.97,0.78,0.47,0.25,1.25,6.84,33
3,Antonio Davis,davisan01,1995,0.45,0.00,0.67,6.36,0.57,0.43,0.66,1.45,7.61,26
3,Bison Dele,delebi01,1995,0.59,0.00,0.65,4.73,0.84,0.60,0.68,1.81,7.90,25
3,Kevin Duckworth,duckwke01,1995,0.44,0.05,0.64,4.88,0.50,0.53,0.60,1.48,7.08,30
3,Pervis Ellison,ellispe01,1995,0.51,0.00,0.72,5.62,0.62,0.40,0.98,1.38,6.82,27
3,Matt Geiger,geigema01,1995,0.54,0.05,0.65,5.58,0.74,0.55,0.69,1.53,8.34,25
3,Carl Herrera,herreca01,1995,0.52,0.00,0.62,4.56,0.72,0.66,0.62,1.16,6.80,28
3,Jerome Kersey,kerseje01,1995,0.42,0.11,0.77,4.06,1.30,0.83,0.56,1.02,8.06,32
3,Luc Longley,longllu01,1995,0.45,0.00,0.82,4.78,1.33,0.44,0.82,1.56,6.51,26
3,Xavier McDaniel,mcdanxa01,1995,0.45,0.09,0.71,4.41,1.59,0.44,0.29,1.31,8.63,31
3,Will Perdue,perduwi01,1995,0.55,0.00,0.58,6.69,1.15,0.33,0.72,1.49,7.96,29
3,J.R. Reid,reidjr01,1995,0.51,0.01,0.69,4.85,0.68,0.74,0.40,1.40,6.95,26
3,Carlos Rogers,rogerca01,1995,0.53,0.04,0.52,5.67,0.76,0.45,1.06,1.71,8.94,23
3,John Salley,sallejo01,1995,0.50,0.00,0.74,4.48,1.64,0.63,1.13,1.29,7.29,30
3,Michael Smith,smithmi02,1995,0.54,0.00,0.49,5.93,0.82,0.74,0.60,1.29,6.91,22
3,Mark West,westma01,1995,0.56,0.00,0.48,6.09,0.27,0.40,1.52,1.27,7.46,34
3,Benoit Benjamin,benjabe01,1996,0.50,0.00,0.72,6.49,0.77,0.54,1.02,1.73,8.77,31
3,David Benoit,benoida01,1996,0.44,0.79,0.78,4.73,1.01,0.53,0.60,0.88,8.16,27
3,Chucky Brown,brownch01,1996,0.54,0.01,0.69,5.38,1.09,0.57,0.46,1.15,8.60,27
3,Mark Bryant,bryanma01,1996,0.54,0.00,0.72,4.94,0.73,0.44,0.27,1.20,8.61,30
3,Terry Cummings,cummite01,1996,0.46,0.01,0.65,5.49,1.10,0.69,0.37,0.85,7.96,34
3,Antonio Davis,davisan01,1996,0.49,0.01,0.71,6.11,0.52,0.40,0.80,1.06,8.77,27
3,Kenny Gattison,gattike01,1996,0.48,0.00,0.60,4.56,0.56,0.40,0.44,1.60,9.16,31
3,Tyrone Hill,hillty01,1996,0.51,0.00,0.60,5.55,0.75,0.70,0.45,1.45,7.75,27
3,Jerome Kersey,kerseje01,1996,0.41,0.04,0.66,4.78,1.50,1.20,0.59,0.99,6.71,33
3,Chris King,kingch01,1996,0.43,0.55,0.66,3.56,1.30,0.85,0.41,1.29,7.93,26
3,Eric Montross,montrer01,1996,0.57,0.00,0.38,5.77,0.70,0.31,0.48,1.36,7.25,24
3,Charles Smith,smithch01,1996,0.42,0.03,0.73,4.96,0.89,0.68,1.10,1.45,8.34,30
3,Zan Tabak,tabakza01,1996,0.54,0.00,0.56,4.78,0.93,0.36,0.46,1.51,7.67,25
3,Kurt Thomas,thomaku01,1996,0.50,0.00,0.66,5.93,0.62,0.64,0.49,1.32,9.00,23
3,Buck Williams,willibu01,1996,0.50,0.03,0.67,5.77,0.60,0.57,0.67,1.29,7.30,35
3,Hot Rod Williams,williho01,1996,0.45,0.00,0.73,6.00,1.00,0.74,1.45,1.00,7.34,33
3,Jason Caffey,caffeja01,1997,0.53,0.00,0.66,4.01,1.19,0.33,0.12,1.29,7.32,23
3,Marty Conlon,conloma01,1997,0.47,0.03,0.84,4.36,1.41,0.62,0.24,1.47,7.76,29
3,Terry Cummings,cummite01,1997,0.49,0.07,0.70,4.07,0.87,0.73,0.16,1.00,8.22,35
3,Mark Davis,davisma02,1997,0.47,0.32,0.67,4.31,1.80,1.13,0.41,1.57,8.52,23
3,Matt Geiger,geigema01,1997,0.49,0.12,0.70,5.27,0.78,0.41,0.55,1.37,8.92,27
3,Armen Gilliam,gilliar01,1997,0.47,0.00,0.77,6.21,0.66,0.76,0.50,1.31,8.64,32
3,Carl Herrera,herreca01,1997,0.43,0.03,0.69,4.53,0.67,0.83,0.71,1.27,7.96,30
3,Robert Horry,horryro01,1997,0.44,0.91,0.67,4.39,2.04,1.22,1.02,1.33,7.83,26
3,Jerome Kersey,kerseje01,1997,0.43,0.24,0.60,5.19,1.27,1.70,0.70,1.06,6.80,34
3,George Lynch,lynchge01,1997,0.47,0.20,0.62,6.37,1.85,1.54,0.41,1.56,8.34,26
3,Donyell Marshall,marshdo01,1997,0.41,0.57,0.62,4.52,0.89,0.41,0.75,0.90,7.28,23
3,Derrick McKey,mckeyde01,1997,0.39,0.30,0.72,4.82,2.70,0.94,0.60,1.66,8.00,30
3,Bo Outlaw,outlabo01,1997,0.61,0.00,0.50,5.54,1.91,1.15,1.73,1.30,7.62,25
3,Roy Rogers,rogerro02,1997,0.51,0.01,0.57,4.71,0.56,0.26,1.99,1.05,6.62,23
3,Reggie Slater,slatere01,1997,0.55,0.00,0.52,3.65,0.81,0.35,0.23,1.12,7.81,26
3,Derek Strong,stronde01,1997,0.45,0.00,0.80,6.33,0.89,0.57,0.24,1.24,8.52,28
3,Lorenzen Wright,wrighlo02,1997,0.48,0.01,0.59,6.12,0.64,0.62,0.78,1.03,7.29,21
3,Tony Battie,battito01,1998,0.45,0.05,0.70,5.40,0.92,0.83,1.06,1.51,8.37,21
3,Jason Caffey,caffeja01,1998,0.49,0.00,0.66,4.30,0.84,0.31,0.25,1.31,7.29,24
3,Adam Keefe,keefead01,1998,0.54,0.00,0.81,5.48,1.11,0.65,0.30,0.89,7.75,27
3,Travis Knight,knightr01,1998,0.44,0.20,0.79,4.93,1.41,0.73,1.11,1.18,6.51,23
3,George Lynch,lynchge01,1998,0.48,0.11,0.70,4.41,1.49,0.79,0.50,1.27,7.51,27
3,Tracy McGrady,mcgratr01,1998,0.45,0.22,0.71,4.20,1.53,0.77,0.95,1.03,7.05,18
3,Cherokee Parks,parksch02,1998,0.50,0.00,0.65,5.53,0.67,0.46,1.09,0.84,7.06,25
3,Olden Polynice,polynol01,1998,0.46,0.00,0.45,6.27,1.53,0.53,0.64,1.40,7.86,33
3,Vitaly Potapenko,potapvi01,1998,0.48,0.00,0.71,3.91,0.71,0.34,0.35,1.65,7.13,22
3,Reggie Slater,slatere01,1998,0.46,0.00,0.63,3.91,0.95,0.58,0.38,1.31,8.01,27
3,Mark Strickland,stricma01,1998,0.54,0.00,0.72,4.18,0.51,0.35,0.67,0.92,6.84,27
3,Mark Bryant,bryanma01,1999,0.48,0.00,0.65,5.16,1.07,0.76,0.36,1.51,9.04,33
3,Jason Caffey,caffeja01,1999,0.44,0.00,0.63,5.86,0.51,0.69,0.26,2.14,8.80,25
3,Marcus Camby,cambyma01,1999,0.52,0.00,0.55,5.50,0.26,0.63,1.61,0.85,7.15,24
3,Terry Cummings,cummite01,1999,0.44,0.02,0.71,5.10,1.16,0.92,0.20,1.16,9.08,37
3,Andrew DeClercq,declean01,1999,0.50,0.00,0.67,5.43,0.66,1.06,0.62,1.15,7.89,25
3,Lawrence Funderburke,fundela01,1999,0.56,0.02,0.71,4.72,0.64,0.47,0.49,1.11,8.94,28
3,Armen Gilliam,gilliar01,1999,0.45,0.00,0.78,3.71,0.56,0.65,0.35,1.06,8.26,34
3,Matt Harpring,harprma01,1999,0.46,0.20,0.71,4.28,0.90,0.60,0.12,1.46,8.16,22
3,Luc Longley,longllu01,1999,0.48,0.00,0.78,5.67,1.15,0.59,0.54,1.36,8.69,30
3,George Lynch,lynchge01,1999,0.42,0.21,0.63,6.49,1.77,1.98,0.51,1.84,8.28,28
3,Danny Manning,mannida01,1999,0.48,0.02,0.70,4.38,2.26,0.72,0.76,1.38,9.06,32
3,Dirk Nowitzki,nowitdi01,1999,0.41,0.30,0.77,3.45,1.00,0.62,0.57,1.55,8.19,20
3,Bo Outlaw,outlabo01,1999,0.55,0.00,0.43,5.39,1.81,1.29,1.39,1.87,6.55,27
3,Billy Owens,owensbi01,1999,0.39,0.24,0.80,3.81,1.81,0.57,0.19,1.57,7.76,29
3,J.R. Reid,reidjr01,1999,0.48,0.00,0.77,5.17,1.17,0.90,0.24,1.24,9.00,30
3,Rodney Rogers,rogerro01,1999,0.44,0.38,0.67,3.81,1.64,1.00,0.47,1.40,7.40,27
3,Kurt Thomas,thomaku01,1999,0.46,0.00,0.61,5.72,1.10,0.90,0.34,1.46,8.12,26
3,John Wallace,wallajo01,1999,0.43,0.00,0.70,3.56,0.96,0.25,0.90,1.46,8.56,24
3,Clarence Weatherspoon,weathcl01,1999,0.53,0.00,0.80,4.96,0.69,0.57,0.35,1.24,8.10,28
3,Isaac Austin,austiis01,2000,0.43,0.02,0.69,4.78,1.25,0.29,0.64,1.81,6.73,30
3,Tony Battie,battito01,2000,0.48,0.01,0.68,5.00,0.77,0.57,0.85,0.82,6.60,23
3,Shawn Bradley,bradlsh01,2000,0.48,0.01,0.77,6.45,0.78,0.92,2.47,0.96,8.40,27
3,Kelvin Cato,catoke01,2000,0.54,0.00,0.65,5.98,0.40,0.51,1.91,1.09,8.72,25
3,Keon Clark,clarkke01,2000,0.54,0.01,0.69,6.23,0.88,0.56,1.41,1.54,8.57,24
3,Terry Cummings,cummite01,2000,0.43,0.00,0.82,4.86,0.95,0.59,0.36,1.23,8.36,38
3,Erick Dampier,dampier01,2000,0.41,0.00,0.53,6.38,0.90,0.38,0.71,1.38,7.95,24
3,Andrew DeClercq,declean01,2000,0.51,0.00,0.59,5.35,0.71,0.77,0.80,1.32,6.63,26
3,Michael Doleac,doleami01,2000,0.45,0.01,0.84,4.12,0.78,0.36,0.42,0.80,6.98,22
3,LaPhonso Ellis,ellisla01,2000,0.45,0.05,0.70,5.00,1.02,0.55,0.43,0.90,8.40,29
3,Danny Ferry,ferryda01,2000,0.50,0.52,0.91,3.78,1.06,0.35,0.38,0.87,7.35,33
3,Armen Gilliam,gilliar01,2000,0.44,0.00,0.78,4.18,0.84,0.24,0.32,1.10,6.66,35
3,Brian Grant,grantbr01,2000,0.49,0.02,0.68,5.46,1.02,0.51,0.44,1.33,7.29,27
3,Adrian Griffin,griffad01,2000,0.42,0.22,0.75,5.17,2.46,1.61,0.21,1.29,6.74,25
3,Rashard Lewis,lewisra02,2000,0.49,0.49,0.68,4.10,0.85,0.76,0.44,0.95,8.22,20
3,Corey Maggette,maggeco01,2000,0.48,0.03,0.75,3.94,0.79,0.31,0.34,1.79,8.39,20
3,Dan Majerle,majerda01,2000,0.40,1.59,0.81,4.83,2.99,1.29,0.25,0.90,7.33,34
3,Brad Miller,millebr01,2000,0.46,0.00,0.79,5.33,0.82,0.42,0.64,0.87,7.69,23
3,Oliver Miller,milleol01,2000,0.59,0.00,0.67,5.12,1.33,0.82,1.57,1.45,6.33,29
3,Terry Mills,millste01,2000,0.44,1.16,0.74,4.76,1.04,0.46,0.29,0.56,6.68,32
3,Mikki Moore,mooremi01,2000,0.62,0.00,0.79,3.86,0.59,0.31,1.07,0.79,7.86,24
3,James Posey,poseyja01,2000,0.43,1.01,0.80,3.91,1.80,1.21,0.41,1.17,8.17,23
3,Bryant Reeves,reevebr01,2000,0.45,0.00,0.65,5.65,1.19,0.48,0.55,1.72,8.86,26
3,Carlos Rogers,rogerca01,2000,0.53,0.02,0.59,5.19,0.79,0.26,0.64,1.19,7.96,28
3,Malik Rose,rosema01,2000,0.46,0.01,0.72,4.53,0.64,0.47,0.70,1.34,6.70,25
3,Detlef Schrempf,schrede01,2000,0.43,0.27,0.83,4.31,2.56,0.48,0.22,1.30,7.45,37
3,Kenny Thomas,thomake01,2000,0.40,0.44,0.66,6.07,1.57,0.75,0.31,1.56,8.25,22
3,Kurt Thomas,thomaku01,2000,0.51,0.01,0.78,6.31,1.03,0.64,0.53,1.31,8.01,27
3,Clarence Weatherspoon,weathcl01,2000,0.51,0.00,0.74,5.76,1.19,0.65,0.63,1.28,7.24,29
3,Aaron Williams,williaa01,2000,0.52,0.00,0.73,5.05,0.72,0.51,1.14,0.99,7.60,28
3,Kevin Willis,willike02,2000,0.42,0.01,0.80,6.10,0.62,0.46,0.61,1.24,7.65,37
3,John Amaechi,amaecjo01,2001,0.40,0.00,0.63,3.27,0.90,0.34,0.35,1.51,7.93,30
3,Jason Caffey,caffeja01,2001,0.49,0.00,0.67,5.04,0.76,0.54,0.36,1.10,7.14,27
3,Keon Clark,clarkke01,2001,0.48,0.00,0.59,5.36,0.89,0.40,1.90,1.11,7.90,25
3,Derrick Coleman,colemde01,2001,0.38,0.59,0.69,5.41,1.15,0.29,0.62,1.24,8.15,33
3,Erick Dampier,dampier01,2001,0.40,0.00,0.53,5.81,1.37,0.40,1.35,1.91,7.42,25
3,Al Harrington,harrial01,2001,0.44,0.01,0.66,4.88,1.67,0.81,0.23,1.90,7.51,20
3,Othella Harrington,harriot01,2001,0.49,0.00,0.76,5.24,0.76,0.46,0.61,1.96,8.99,27
3,Chris Mihm,mihmch01,2001,0.44,0.00,0.79,4.75,0.27,0.34,0.90,1.36,7.56,21
3,Nazr Mohammed,mohamna01,2001,0.48,0.00,0.71,5.29,0.33,0.50,0.60,1.10,7.60,23
3,Michael Olowokandi,olowomi01,2001,0.44,0.00,0.55,6.40,0.56,0.37,1.32,2.06,8.55,25
3,James Posey,poseyja01,2001,0.41,0.79,0.82,5.26,1.99,1.13,0.49,1.24,8.12,24
3,Vitaly Potapenko,potapvi01,2001,0.48,0.00,0.73,6.04,0.78,0.63,0.28,1.28,7.45,25
3,Bryant Reeves,reevebr01,2001,0.46,0.01,0.80,6.03,1.07,0.57,0.72,1.20,8.29,27
3,Malik Rose,rosema01,2001,0.44,0.05,0.71,5.40,0.84,1.04,0.70,1.30,7.67,26
3,Kenny Thomas,thomake01,2001,0.44,0.34,0.72,5.64,1.04,0.54,0.58,1.57,7.14,23
3,Erick Dampier,dampier01,2002,0.44,0.00,0.65,5.30,1.19,0.23,2.29,2.14,7.59,26
3,LaPhonso Ellis,ellisla01,2002,0.42,0.58,0.63,4.35,0.85,0.45,0.56,1.11,7.11,31
3,Rick Fox,foxri01,2002,0.42,0.79,0.82,4.74,3.45,0.82,0.26,1.61,7.87,32
3,Horace Grant,grantho01,2002,0.51,0.00,0.72,6.33,1.37,0.75,0.64,0.67,8.00,36
3,Adrian Griffin,griffad01,2002,0.50,0.28,0.84,3.95,1.83,1.29,0.21,0.72,7.16,27
3,Eddie Griffin,griffed01,2002,0.37,1.23,0.74,5.70,0.73,0.23,1.84,0.64,8.79,19
3,Tom Gugliotta,guglito01,2002,0.42,0.07,0.76,5.02,1.75,0.89,0.68,1.39,6.48,32
3,Othella Harrington,harriot01,2002,0.53,0.00,0.71,4.53,0.48,0.39,0.47,1.23,7.74,28
3,Robert Horry,horryro01,2002,0.40,0.94,0.78,5.91,2.86,0.95,1.10,1.09,6.79,31
3,Jumaine Jones,jonesju01,2002,0.45,0.64,0.66,6.05,1.43,0.93,0.57,0.98,8.28,22
3,Christian Laettner,laettch01,2002,0.46,0.04,0.87,5.28,2.65,1.05,0.44,1.49,7.09,32
3,Jamaal Magloire,magloja01,2002,0.55,0.00,0.73,5.62,0.38,0.33,1.05,1.44,8.52,23
3,Chris Mihm,mihmch01,2002,0.42,0.04,0.69,5.30,0.32,0.24,1.20,1.31,7.69,22
3,Eduardo Najera,najered01,2002,0.50,0.00,0.68,5.52,0.61,0.90,0.48,0.65,6.45,25
3,Rasho Nesterovic,nestera01,2002,0.49,0.00,0.55,6.51,0.91,0.55,1.33,1.15,8.38,25
3,Ira Newble,newblir01,2002,0.50,0.02,0.85,5.29,1.07,0.90,0.48,1.17,8.05,27
3,Hakeem Olajuwon*,olajuha01,2002,0.46,0.00,0.56,6.00,1.08,1.21,1.48,1.61,7.13,39
3,Zeljko Rebraca,rebraze01,2002,0.51,0.00,0.77,3.92,0.51,0.38,0.99,1.14,6.93,29
3,Gary Trent,trentga01,2002,0.51,0.00,0.64,4.22,0.94,0.33,0.42,0.91,7.47,27
3,Jake Tsakalidis,tsakaja01,2002,0.48,0.00,0.70,5.58,0.34,0.34,1.03,1.16,7.33,22
3,Aaron Williams,williaa01,2002,0.53,0.00,0.70,4.13,0.94,0.35,0.93,0.96,7.22,30
3,Jerome Williams,willije01,2002,0.49,0.00,0.68,5.68,1.10,1.15,0.37,1.00,7.62,28
3,Kwame Brown,brownkw01,2003,0.45,0.00,0.67,5.33,0.73,0.63,1.00,1.38,7.41,20
3,Keon Clark,clarkke01,2003,0.50,0.00,0.66,5.64,1.00,0.48,1.88,1.18,6.70,27
3,Devean George,georgde01,2003,0.39,0.69,0.79,4.03,1.30,0.79,0.54,0.92,6.93,25
3,Eddie Griffin,griffed01,2003,0.40,0.83,0.62,5.99,1.12,0.68,1.44,0.99,8.62,20
3,Othella Harrington,harriot01,2003,0.51,0.00,0.82,6.43,0.84,0.16,0.31,1.22,7.74,29
3,Donnell Harvey,harvedo01,2003,0.45,0.01,0.67,5.31,1.30,0.62,0.35,1.60,7.94,22
3,Jim Jackson,jacksji01,2003,0.44,0.51,0.86,4.16,1.87,0.49,0.06,1.27,7.73,32
3,Shawn Kemp,kempsh01,2003,0.42,0.00,0.74,5.71,0.70,0.84,0.42,1.29,6.80,33
3,Christian Laettner,laettch01,2003,0.49,0.03,0.83,6.61,3.09,1.08,0.53,1.14,8.32,33
3,Raef LaFrentz,lafrera01,2003,0.52,0.68,0.68,4.78,0.78,0.51,1.32,0.67,9.26,26
3,Todd MacCulloch,maccuto01,2003,0.52,0.00,0.67,4.67,0.48,0.45,0.76,0.83,7.12,27
3,Anthony Mason,masonan01,2003,0.49,0.00,0.72,6.40,3.22,0.49,0.18,1.22,7.17,36
3,Jelani McCoy,mccoyje01,2003,0.49,0.00,0.55,5.30,0.64,0.42,0.90,1.43,6.82,25
3,Eduardo Najera,najered01,2003,0.56,0.00,0.68,4.65,0.98,0.83,0.46,0.48,6.67,26
3,Ira Newble,newblir01,2003,0.50,0.44,0.78,3.71,1.36,0.68,0.36,0.95,7.73,28
3,Mehmet Okur,okurme01,2003,0.43,0.53,0.73,4.65,0.99,0.35,0.54,0.92,6.86,23
3,Zach Randolph,randoza01,2003,0.51,0.00,0.76,4.45,0.53,0.55,0.18,0.81,8.44,21
3,Rodney Rogers,rogerro01,2003,0.40,0.65,0.76,3.87,1.57,0.74,0.46,1.34,7.03,31
3,Joe Smith,smithjo02,2003,0.46,0.00,0.78,5.00,0.70,0.26,1.02,0.80,7.48,27
3,Maurice Taylor,tayloma01,2003,0.43,0.00,0.73,3.55,0.99,0.33,0.33,1.49,8.39,26
3,Eric Williams,willier01,2003,0.44,0.45,0.75,4.66,1.71,1.05,0.23,1.18,9.10,30
3,Shane Battier,battish01,2004,0.45,0.82,0.73,3.84,1.28,1.28,0.73,0.71,8.47,25
3,Keith Bogans,boganke01,2004,0.40,0.92,0.63,4.34,1.34,0.63,0.14,1.03,6.82,23
3,Derrick Coleman,colemde01,2004,0.41,0.24,0.75,5.65,1.35,0.68,0.76,1.68,7.97,36
3,Marcus Fizer,fizerma01,2004,0.38,0.04,0.75,4.39,0.93,0.35,0.17,1.11,7.83,25
3,Devean George,georgde01,2004,0.41,0.79,0.76,4.05,1.37,0.99,0.46,1.07,7.37,26
3,Udonis Haslem,hasleud01,2004,0.46,0.00,0.77,6.31,0.68,0.44,0.32,0.99,7.33,23
3,Brendan Haywood,haywobr01,2004,0.52,0.00,0.59,5.03,0.56,0.42,1.30,1.04,6.97,24
3,Josh Howard,howarjo01,2004,0.43,0.30,0.70,5.49,1.45,1.03,0.81,1.00,8.58,23
3,Stanislav Medvedenko,medvest01,2004,0.44,0.00,0.77,5.04,0.84,0.56,0.26,0.87,8.28,24
3,Nazr Mohammed,mohamna01,2004,0.52,0.00,0.59,5.93,0.45,0.69,0.65,1.20,7.40,26
3,Vitaly Potapenko,potapvi01,2004,0.49,0.00,0.64,4.45,0.82,0.34,0.43,1.18,7.06,28
3,Rodney Rogers,rogerro01,2004,0.41,0.72,0.77,4.45,1.99,0.86,0.39,1.42,7.81,32
3,Malik Rose,rosema01,2004,0.43,0.00,0.81,4.78,1.03,0.54,0.36,1.67,7.90,29
3,Bobby Simmons,simmobo01,2004,0.39,0.04,0.83,4.68,1.71,0.91,0.30,1.30,7.80,23
3,Bob Sura,surabo01,2004,0.42,0.26,0.76,4.08,2.91,0.78,0.18,1.31,7.45,30
3,Jake Voskuhl,voskuja01,2004,0.51,0.00,0.74,5.20,0.86,0.64,0.38,1.17,6.64,26
3,Chris Wilcox,wilcoch01,2004,0.52,0.00,0.70,4.69,0.78,0.45,0.31,1.23,8.60,21
